job_title;company_name;location;country;job_type;experience;education;salary_min;salary_max;skills;keyword;platform;post_date;job_url
Data Marketing;Awan Kusuma Legalitas;Kab. Tangerang, Banten;Indonesia;Full-time;Minimal SMA/SMK;Marketing Strategy;;;;Data Privacy Officer;Glints;14 hari yang lalu;Tidak dicantumkan
Information Technology (IT) Staff;PT Lead Geeks Indonesia;Salatiga, Jawa Tengah;Indonesia;Remote;Penuh Waktu;1–3 tahun;;;;IT Compliance Specialist;Glints;12 hari yang lalu;Tidak dicantumkan
IT Staff / IT Support;PT. DKV PRINTING INDONESIA;Kab. Kendal, Jawa Tengah;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;7 hari yang lalu;Tidak dicantumkan
IT Manager;PT SINAR KREASI JAYA;Tangerang, Banten;Indonesia;Full-time;5–10 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;9 hari yang lalu;Tidak dicantumkan
IT Supervisor;GoFleet by Astra & Gojek;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;23 hari yang lalu;Tidak dicantumkan
IT PROGRAMMER;Pt Usaha Saudara Mandiri;Tangerang, Banten;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;7 hari yang lalu;Tidak dicantumkan
IT Programmer;Pandu Hotel;Kab. Lombok Tengah, Nusa Tenggara Barat;United States;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;25 menit yang lalu;Tidak dicantumkan
IT Developer;PT SINERGI DISTRIBUSI UTAMA;Kab. Tulungagung, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;2 hari yang lalu;Tidak dicantumkan
IT PROGRAMMER;PT Rajawali Lintas Samudera;Jakarta Utara, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;25 hari yang lalu;Tidak dicantumkan
IT Manager;CV RAJAWALI CELLULAR;Jakarta Pusat, DKI Jakarta;United States;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;4 jam yang lalu;Tidak dicantumkan
IT PROGRAMMER;PT. Tanto Intim Line;Surabaya, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;3 hari yang lalu;Tidak dicantumkan
IT Manager;Omma Day Club Bali;Kab. Gianyar, Bali;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;15 hari yang lalu;Tidak dicantumkan
IT Manager;Thiqla;Bandung, Jawa Barat;Indonesia;Full-time;3–5 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;16 hari yang lalu;Tidak dicantumkan
IT Manager;PT Niaga Handal Cemerlang;Bandung, Jawa Barat;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;28 hari yang lalu;Tidak dicantumkan
IT Programmer;Unicare Clinic Bali;Denpasar, Bali;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;5 hari yang lalu;Tidak dicantumkan
IT DEVELOPER;PT Masterko Solusi Servicatama;Jakarta Timur, DKI Jakarta;Indonesia;Full-time;3–5 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;13 hari yang lalu;Tidak dicantumkan
IT Supervisor;Dusun Semilir;Kab. Semarang, Jawa Tengah;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;6 hari yang lalu;Tidak dicantumkan
IT Information Technology;PT. FOXIMAS MANDIRI;Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;6 hari yang lalu;Tidak dicantumkan
IT (Information Technology);PT BHARA SATYA WASPADA;Kab. Sidoarjo, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;10 hari yang lalu;Tidak dicantumkan
IT Supervisor;ADI Consulting;Tangerang Selatan, Banten;Indonesia;Contract;5–10 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;6 hari yang lalu;Tidak dicantumkan
IT SPV;PT DAIDAN ADITAMA YAKSA;Jakarta Pusat, DKI Jakarta;United States;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;14 hari yang lalu;Tidak dicantumkan
IT Developer;PT. Cura Indonesia;Jakarta Selatan, DKI Jakarta;Indonesia;Contract;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;4 jam yang lalu;Tidak dicantumkan
IT Programmer;PT. Asietex Sinar Indopratama;Kab. Serang, Banten;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;3 hari yang lalu;Tidak dicantumkan
IT Programmer;Momiasi Indonesia Official;Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;9 hari yang lalu;Tidak dicantumkan
IT Developer;PT Jatelindo Perkasa Abadi;Jakarta Selatan, DKI Jakarta;Indonesia;Contract;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;11 hari yang lalu;Tidak dicantumkan
IT Programmer;Commercial by Marui Group;Bogor, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;24 hari yang lalu;Tidak dicantumkan
IT Programmer;Izzy Group;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;12 hari yang lalu;Tidak dicantumkan
IT Programmer;PT CERMAIMAKMUR ABADI INTERNATIONAL;Kab. Bogor, Jawa Barat;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;27 hari yang lalu;Tidak dicantumkan
IT Engineer;PT Nexcom Indonesia;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Compliance Specialist;Glints;10 hari yang lalu;Tidak dicantumkan
IT Support Engineer;PT Sinergy Informasi Pratama;Jakarta Barat, DKI Jakarta;Indonesia;Contract;1–3 tahun;Minimal SMA/SMK;;;;IT Compliance Specialist;Glints;7 hari yang lalu;Tidak dicantumkan
IT Staff;Agung Motor - Yamaha;Kab. Tabanan, Bali;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Compliance Specialist;Glints;2 hari yang lalu;Tidak dicantumkan
Information Technology (IT) Staff;PT Lead Geeks Indonesia;Salatiga, Jawa Tengah;Indonesia;Remote;Penuh Waktu;1–3 tahun;;;;IT Auditor;Glints;12 hari yang lalu;Tidak dicantumkan
IT Staff / IT Support;PT. DKV PRINTING INDONESIA;Kab. Kendal, Jawa Tengah;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;7 hari yang lalu;Tidak dicantumkan
IT Manager;PT SINAR KREASI JAYA;Tangerang, Banten;Indonesia;Full-time;5–10 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;9 hari yang lalu;Tidak dicantumkan
IT Supervisor;GoFleet by Astra & Gojek;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;23 hari yang lalu;Tidak dicantumkan
IT PROGRAMMER;Pt Usaha Saudara Mandiri;Tangerang, Banten;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;7 hari yang lalu;Tidak dicantumkan
IT Programmer;Pandu Hotel;Kab. Lombok Tengah, Nusa Tenggara Barat;United States;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;26 menit yang lalu;Tidak dicantumkan
IT Developer;PT SINERGI DISTRIBUSI UTAMA;Kab. Tulungagung, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;2 hari yang lalu;Tidak dicantumkan
IT PROGRAMMER;PT Rajawali Lintas Samudera;Jakarta Utara, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;25 hari yang lalu;Tidak dicantumkan
IT PROGRAMMER;PT. Tanto Intim Line;Surabaya, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;3 hari yang lalu;Tidak dicantumkan
IT Manager;CV RAJAWALI CELLULAR;Jakarta Pusat, DKI Jakarta;United States;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;5 jam yang lalu;Tidak dicantumkan
IT Manager;Omma Day Club Bali;Kab. Gianyar, Bali;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;15 hari yang lalu;Tidak dicantumkan
IT Manager;Thiqla;Bandung, Jawa Barat;Indonesia;Full-time;3–5 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;16 hari yang lalu;Tidak dicantumkan
IT Manager;PT Niaga Handal Cemerlang;Bandung, Jawa Barat;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;28 hari yang lalu;Tidak dicantumkan
IT Programmer;Unicare Clinic Bali;Denpasar, Bali;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;5 hari yang lalu;Tidak dicantumkan
IT DEVELOPER;PT Masterko Solusi Servicatama;Jakarta Timur, DKI Jakarta;Indonesia;Full-time;3–5 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;13 hari yang lalu;Tidak dicantumkan
IT Supervisor;Dusun Semilir;Kab. Semarang, Jawa Tengah;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;6 hari yang lalu;Tidak dicantumkan
IT Supervisor;ADI Consulting;Tangerang Selatan, Banten;Indonesia;Contract;5–10 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;6 hari yang lalu;Tidak dicantumkan
IT Information Technology;PT. FOXIMAS MANDIRI;Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;6 hari yang lalu;Tidak dicantumkan
IT (Information Technology);PT BHARA SATYA WASPADA;Kab. Sidoarjo, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;10 hari yang lalu;Tidak dicantumkan
IT SPV;PT DAIDAN ADITAMA YAKSA;Jakarta Pusat, DKI Jakarta;United States;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;14 hari yang lalu;Tidak dicantumkan
IT Developer;PT. Cura Indonesia;Jakarta Selatan, DKI Jakarta;Indonesia;Contract;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;4 jam yang lalu;Tidak dicantumkan
IT Programmer;PT. Asietex Sinar Indopratama;Kab. Serang, Banten;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;3 hari yang lalu;Tidak dicantumkan
IT Programmer;Momiasi Indonesia Official;Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;9 hari yang lalu;Tidak dicantumkan
IT Developer;PT Jatelindo Perkasa Abadi;Jakarta Selatan, DKI Jakarta;Indonesia;Contract;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;11 hari yang lalu;Tidak dicantumkan
IT Programmer;Commercial by Marui Group;Bogor, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;24 hari yang lalu;Tidak dicantumkan
IT Programmer;Izzy Group;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;12 hari yang lalu;Tidak dicantumkan
IT Programmer;PT CERMAIMAKMUR ABADI INTERNATIONAL;Kab. Bogor, Jawa Barat;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;27 hari yang lalu;Tidak dicantumkan
IT Engineer;PT Nexcom Indonesia;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;IT Auditor;Glints;10 hari yang lalu;Tidak dicantumkan
IT Support Engineer;PT Sinergy Informasi Pratama;Jakarta Barat, DKI Jakarta;Indonesia;Contract;1–3 tahun;Minimal SMA/SMK;;;;IT Auditor;Glints;7 hari yang lalu;Tidak dicantumkan
IT Staff;Agung Motor - Yamaha;Kab. Tabanan, Bali;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;IT Auditor;Glints;2 hari yang lalu;Tidak dicantumkan
GIS Analyst;PT Abhimantra Sistem Solusindo;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;13 hari yang lalu;Tidak dicantumkan
GIS Officer;Bamboo Village Trust;Kab. Gianyar, Bali;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;25 menit yang lalu;Tidak dicantumkan
Staf GIS (pemetaan dan pendataan/survey);PT. Mutiara Bintang Abadi;Malang, Jawa Timur;Indonesia;Full-time;Minimal SMA/SMK;Initiative;;;;GIS Analyst;Glints;2 hari yang lalu;Tidak dicantumkan
Marketing Analyst;PT PUNGGAWA NUSANTARA ABADI;Kab. Sidoarjo, Jawa Timur;Indonesia;Full-time;Minimal Diploma (D1 - D4);Social Media;;;;GIS Analyst;Glints;5 jam yang lalu;Tidak dicantumkan
Analyst;PT Imedco Djaja;Kab. Tangerang, Banten;Indonesia;Full-time;Minimal Diploma (D1 - D4);Communication Skills;;;;GIS Analyst;Glints;21 hari yang lalu;Tidak dicantumkan
Business Analyst;PT. Aigen Global Teknologi;Surabaya, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;16 menit yang lalu;Tidak dicantumkan
Data Analyst;PT Keranjang Sukses Indonesia;Kab. Badung, Bali;Indonesia;Full-time;Minimal Diploma (D1 - D4);Python;;;;GIS Analyst;Glints;Kemarin;Tidak dicantumkan
System Analyst;PT Avows Technologies;Jakarta Selatan, DKI Jakarta;Indonesia;Contract;3–5 tahun;Minimal Diploma (D1 - D4);;;;GIS Analyst;Glints;Kemarin;Tidak dicantumkan
Data Analyst;Unitech Indonesia;Malang, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;2 hari yang lalu;Tidak dicantumkan
Data Analyst;Alcavella Indonesia;Kab. Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;2 hari yang lalu;Tidak dicantumkan
Research Analyst;PT. SCRIPTIVA RESEARCH INDONESIA;Yogyakarta, DI Yogyakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;3 hari yang lalu;Tidak dicantumkan
System Analyst;PT. Istidata Indopacific Solution Centre;Jakarta Utara, DKI Jakarta;Indonesia;Contract;Minimal Sarjana (S1);SDLC;;;;GIS Analyst;Glints;3 hari yang lalu;Tidak dicantumkan
Data Analyst;cmlabs.co;Malang, Jawa Timur;Indonesia;Remote;Penuh Waktu;1–3 tahun;;;;GIS Analyst;Glints;3 hari yang lalu;Tidak dicantumkan
Business Analyst;Pt Vanz Inovatif Teknologi (qbit);Jakarta Barat, DKI Jakarta;Indonesia;Contract;3–5 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;4 hari yang lalu;Tidak dicantumkan
Data Analyst;Kan Jia Indonesia;Jakarta Timur, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;GIS Analyst;Glints;5 hari yang lalu;Tidak dicantumkan
Data Analyst;Jamise Syari;Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;GIS Analyst;Glints;6 hari yang lalu;Tidak dicantumkan
System Analyst;PT Adi Pragata Logistik;Tangerang, Banten;Indonesia;Contract;Minimal SMA/SMK;SAP;;;;GIS Analyst;Glints;7 hari yang lalu;Tidak dicantumkan
System Analyst;ScaleOcean;Jakarta Barat, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;7 hari yang lalu;Tidak dicantumkan
Rebate Analyst;PT Imecon Tekindo;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;8 hari yang lalu;Tidak dicantumkan
Data Analyst;Nusantara Sakti Group;Jakarta Barat, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;13 jam yang lalu;Tidak dicantumkan
Business Analyst;PT Phincon;Jakarta Barat, DKI Jakarta;Indonesia;Contract;5–10 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;13 hari yang lalu;Tidak dicantumkan
Bussines Analyst;PT. Amar Mulia Bersama;Jakarta Utara, DKI Jakarta;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;6 hari yang lalu;Tidak dicantumkan
System Analyst;PT. Nusapala Berkah Autonomous;Jakarta Timur, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;6 hari yang lalu;Tidak dicantumkan
Business Analyst;PT Sigma Global Teknologi;Jakarta Barat, DKI Jakarta;Indonesia;Contract;3–5 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;6 hari yang lalu;Tidak dicantumkan
Marketing Analyst;Kreasi Bake House;Bekasi, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;18 hari yang lalu;Tidak dicantumkan
Data Analyst;PT Tata Jago Utama (KABOBS Premium Kebab);Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;8 hari yang lalu;Tidak dicantumkan
System Analyst;PT. Transcosmos Indonesia;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;Kontrak;1–3 tahun;;;;GIS Analyst;Glints;20 hari yang lalu;Tidak dicantumkan
Data Analyst;PT Fan Integrasi Teknologi;Bandung, Jawa Barat;Indonesia;Full-time;3–5 tahun;Minimal Diploma (D1 - D4);;;;GIS Analyst;Glints;9 hari yang lalu;Tidak dicantumkan
SYSTEM ANALYST;PT Summarecon Agung Tbk;Kab. Tangerang, Banten;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;21 hari yang lalu;Tidak dicantumkan
ANALYST AREA;Vasa Indonesia;Kab. Banyuwangi, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Analyst;Glints;10 hari yang lalu;Tidak dicantumkan
GIS Officer;Bamboo Village Trust;Kab. Gianyar, Bali;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;26 menit yang lalu;Tidak dicantumkan
GIS Analyst;PT Abhimantra Sistem Solusindo;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;13 hari yang lalu;Tidak dicantumkan
Staf GIS (pemetaan dan pendataan/survey);PT. Mutiara Bintang Abadi;Malang, Jawa Timur;Indonesia;Full-time;Minimal SMA/SMK;Initiative;;;;GIS Specialist;Glints;2 hari yang lalu;Tidak dicantumkan
MARKETPLACE SPECIALIST;PT Sukses Bersama Sanwen (Pawsitive Vibes);Jakarta Barat, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;3 hari yang lalu;Tidak dicantumkan
Affiliator Specialist;PT. TIGA RAJA PERKASA;Surabaya, Jawa Timur;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;Kemarin;Tidak dicantumkan
Ahli Struktur;PT Parama Laga Energi;Kab. Bandung, Jawa Barat;Indonesia;Contract;3–5 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;Kemarin;Tidak dicantumkan
Marketing Specialist;Handal Consulting & Training;Jakarta Pusat, DKI Jakarta;United States;Full-time;3–5 tahun;Minimal Diploma (D1 - D4);;;;GIS Specialist;Glints;3 hari yang lalu;Tidak dicantumkan
KOL Specialist;PT Self Media Agency;Kab. Jember, Jawa Timur;Indonesia;Remote;Freelance;1–3 tahun;;;;GIS Specialist;Glints;7 hari yang lalu;Tidak dicantumkan
Social Media Specialist;PT Netizen Harapan Lestari;Kab. Tangerang, Banten;Indonesia;Full-time;Minimal SMA/SMK;Instagram Marketing;;;;GIS Specialist;Glints;Kemarin;Tidak dicantumkan
KOL Specialist;iCOMates®;Jakarta Selatan, DKI Jakarta;Indonesia;Contract;1–3 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;Kemarin;Tidak dicantumkan
Digital Advertiser / Ads Specialist;Bintang Junior Pusat;Bekasi, Jawa Barat;Indonesia;Full-time;Penuh Waktu;1–3 tahun;;;;GIS Specialist;Glints;3 jam yang lalu;Tidak dicantumkan
Social Media Content Specialist;Roschel;Jakarta Barat, DKI Jakarta;Indonesia;Full-time;Minimal SMA/SMK;Video Content Operation;;;;GIS Specialist;Glints;Kemarin;Tidak dicantumkan
Social Media Specialist (TikTok);Racabel;Kab. Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal SMA/SMK;;;;GIS Specialist;Glints;2 hari yang lalu;Tidak dicantumkan
Online Customer Support Specialist;Airpaz.com;Kab. Sleman, DI Yogyakarta;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;6 hari yang lalu;Tidak dicantumkan
Social Media & Content Specialist;SipnPack Indonesia;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;7 hari yang lalu;Tidak dicantumkan
DRIVER ONLINE PROFESSIONAL JAKARTA TIMUR;Bluebird Halim;Jakarta Timur, DKI Jakarta;Indonesia;Full-time;Minimal SD;Google Maps;;;;GIS Specialist;Glints;Kemarin;Tidak dicantumkan
Content Writer & Social Media Specialist;14DAYPILOT FLIGHT ACADEMY;Jakarta Utara, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;GIS Specialist;Glints;25 menit yang lalu;Tidak dicantumkan
Accounts Receivable Assistant Manager/Specialist;Glints Taploker;Batam, Kepulauan Riau;Indonesia;Full-time;3–5 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;Kemarin;Tidak dicantumkan
Tender & Bidding Specialist;PT Orbit Sukses Indonesia;Jakarta Selatan, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;GIS Specialist;Glints;6 hari yang lalu;Tidak dicantumkan
Online Sales Specialist (Ed-Tech);Algorithmics Global FZE;Jakarta Selatan, DKI Jakarta;Indonesia;Remote;Penuh Waktu;1–3 tahun;;;;GIS Specialist;Glints;6 hari yang lalu;Tidak dicantumkan
Social Media Specialist;PT RADIANCE ALFA MAS;Jakarta Barat, DKI Jakarta;Indonesia;Full-time;1–3 tahun;Minimal Diploma (D1 - D4);;;;GIS Specialist;Glints;3 hari yang lalu;Tidak dicantumkan
Industrial Sales Specialist;FOTEC;Jakarta Utara, DKI Jakarta;Indonesia;Full-time;5–10 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;3 hari yang lalu;Tidak dicantumkan
Ads Specialist & Content Marketing - Bandung Area;English 1 (HS Group);Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;Kemarin;Tidak dicantumkan
Operator 3D Printing / 3D Printing Specialist;Octoprint;Tangerang, Banten;Indonesia;Full-time;1–3 tahun;Minimal SMA/SMK;;;;GIS Specialist;Glints;6 hari yang lalu;Tidak dicantumkan
Kol Specialist & Affiliate Specialist;Alqeera.Official;Kab. Bandung, Jawa Barat;Indonesia;Full-time;1–3 tahun;Minimal Sarjana (S1);;;;GIS Specialist;Glints;2 hari yang lalu;Tidak dicantumkan
